PoemName,PoemLine,MetaphorCount,MetaphoricTerm,MetaphorType,SourceDomain,TargetDomain,Interpretation,Poet,Year
දෙහිවල සත්වෝද්‍යානයේ දී ,සැතපෙයි වැලි පිට කිඹුලා නිදිබර,0,,,,,,Eric Ilayapaarachchi,2011
දෙහිවල සත්වෝද්‍යානයේ දී ,යට සළුවට අප දිගැසිය පළඳින,0,,,,,,Eric Ilayapaarachchi,2011
දෙහිවල සත්වෝද්‍යානයේ දී ,මිණි මෙවුලකි තුනු සැළලිහිණිය හිස,1,මිණි මෙවුලකි තුනු සැළලිහිණිය හිස,Standard,මිණි මෙවුල,සැළලිහිණිය හිස,වටිනා හිස් ආභරණය,Eric Ilayapaarachchi,2011
දෙහිවල සත්වෝද්‍යානයේ දී ,තැන තැන වන විල් ගෝනුන් දිය බොන,0,,,,,,Eric Ilayapaarachchi,2011
දෙහිවල සත්වෝද්‍යානයේ දී ,අංගම් පොරයකි වන රුප්පවක,1,,,,,,Eric Ilayapaarachchi,2011
දෙහිවල සත්වෝද්‍යානයේ දී ,නොසරුප් වදනකි කළු දිවි ගැටුමක,1,,,,,,Eric Ilayapaarachchi,2011
දෙහිවල සත්වෝද්‍යානයේ දී ,උල් නිය විහිදෙයි රුදු පා යුවලක,0,,,,,,Eric Ilayapaarachchi,2011
උල්කාපාත,මගෙ දැවෙන කැවී ඇසට,0,,,,,,Eric Ilayapaarachchi,2011
උල්කාපාත,හායනය වී ගලන,0,,,,,,Eric Ilayapaarachchi,2011
උල්කාපාත,කැලණි ගඟ සොකරියකි,1,කැලණි ගඟ සොකරියකි,Standard,සොකරිය,කැලණි ගඟ,නොසන්සුන් සොබවයක් පෙන්නුම් කරයි,Eric Ilayapaarachchi,2011
උල්කාපාත,වාරු නැති මැහැලියකි,1,වාරු නැති මැහැලියකි,Standard,වාරු නැති මැහැලියකි,කැලණි ගඟ,ආධාරයක් පතන ස්වභාවයක් පෙන්වයි,Eric Ilayapaarachchi,2011
විකල්ප රාජ්‍ය ,කාන්තා සිරගෙදර රතු සෙබළ බලකාය,0,,,,,,Eric Ilayapaarachchi,2011
විකල්ප රාජ්‍ය ,කැමති නම් කමක් නෑ මට තාම හිනව් නෑ ,0,,,,,,Eric Ilayapaarachchi,2011
විකල්ප රාජ්‍ය ,අරගලේ සේදිලා ගියෝතින් විවාහෙන්,1,අරගලේ සේදිලා ගියෝතින් විවාහෙන්,Implied,අරගලේ සේදිලා ගියෝතින් විවාහෙන්,විවාහ ජීවිත අරගලය පෙන්වයි,විවාහ ජීවිත අරගලය පෙන්වයි,Eric Ilayapaarachchi,2011
විකල්ප රාජ්‍ය ,දරුවන්ට හෙට දවස පයන්න ඉරක් නෑ,1,හෙට දවස පයන්න ඉරක් නෑ,Dead,හෙට දවස පයන්න ඉරක් නෑ,අනාගතයක් නොමැති බව,අනාගතයක් නොමැති බව,Eric Ilayapaarachchi,2011
උස් තුරු,උස් තුරු පෙළකි,0,,,,,,Pradeep Saranga Kumara,2005
උස් තුරු,අහස වෙත නැගුණා වූ,0,,,,,,Pradeep Saranga Kumara,2005
උස් තුරු,මා සමග තව බොහෝ අය යනෙන ,0,,,,,,Pradeep Saranga Kumara,2005
උස් තුරු,පටු මගෙහි දෙපසෙහි,0,,,,,,Pradeep Saranga Kumara,2005
උස් තුරු,අප තවත් අඟුටුමිට්ටන් කර,1,අඟුටුමිට්ටන් කර,Implied,අඟුටුමිට්ටන් කර,වෙනත් අය තමන් පරයා ගමන් කරන බව,වෙනත් අය තමන් පරයා ගමන් කරන බව,Pradeep Saranga Kumara,2005
තාම හිත කැමති ඒ පොඩි ගෑනු ළමයට,"කඩු, කිනිසි ගබඩාවම",0,,,,,,Anuradha Nilmini,2019
තාම හිත කැමති ඒ පොඩි ගෑනු ළමයට,එක කූරටිය ගාලකි ,1,"කඩු, කිනිසි ගබඩාවම කූරටිය ගාලකි",Standard,කූරටිය ගාල,"කඩු, කිනිසි ගබඩාවම",අවුල් සහගත්වු ස්ථානයක්,Anuradha Nilmini,2019
තාම හිත කැමති ඒ පොඩි ගෑනු ළමයට,බෝනික්කෝ වෙනුවට ඇය,0,,,,,,Anuradha Nilmini,2019
තාම හිත කැමති ඒ පොඩි ගෑනු ළමයට,නැලෙව්වේ පොල්පිති වස්සෙකි,0,,,,,,Anuradha Nilmini,2019
ඉවර නැති ඉරිදාව ,අණක් පිට වුණේ හඳුනන රටකින්ද,0,,,,,,Anuradha Nilmini,2019
ඉවර නැති ඉරිදාව ,බණක් හදවතේ වෙන තිබුණෙම නැද්ද,0,,,,,,Anuradha Nilmini,2019
ඉවර නැති ඉරිදාව ,"දණක් බරට, පටවා කුදු පිටකොන්ද",0,,,,,,Anuradha Nilmini,2019
ඉවර නැති ඉරිදාව ,"රටක් ඇවිළුවේ, නුඹ මොන හිතකින්ද",1,රටක් ඇවිළුවේ,Implied,රටක් ඇවිළුවේ,විනාශයක් සිදු කිරීම,විනාශයක් සිදු කිරීම,Anuradha Nilmini,2019
ඉවර නැති ඉරිදාව ,"මල් පොකුරු, පිපුණු වනපෙත් කළු දුමකි",1,"මල් පොකුරු, පිපුණු වනපෙත් කළු දුමකි",Standard,කළු දුම,"මල් පොකුරු, පිපුණු වනපෙත්",සුන්දරත්වය හා අසුන්දරත්වය එකම මොහොතකදී අත්දැකිය හැකි බව,Anuradha Nilmini,2019
ඉවර නැති ඉරිදාව ,හාල් අකුරු මැකෙන ගමනක ඇරඹුමකි,0,,,,,,Anuradha Nilmini,2019
ඉවර නැති ඉරිදාව ,"ගල් පතුරු නොවේ, ඉසියුම් විස දළකි",0,,,,,,Anuradha Nilmini,2019
ඉවර නැති ඉරිදාව ,"දල්වලා ගියේ, නොනිවෙන ගිනිහුළකි ",0,,,,,,Anuradha Nilmini,2019
ඔක්සිජන් නැති මේ බිම,කෆිරෙන් වැටෙන,0,,,,,,Anuradha Nilmini,2019
ඔක්සිජන් නැති මේ බිම,ගිනි මුරුගසන් වරුසාවේ,1,ගිනි මුරුගසන් වරුසාවේ,Implied,ගිනි මුරුගසන් වරුසාවේ,තදබල විපතක්,තදබල විපතක්,Anuradha Nilmini,2019
ඔක්සිජන් නැති මේ බිම,තෙමි තෙමී,0,,,,,,Anuradha Nilmini,2019
මහා පුදුමෙකි - මලක මලෙකි,නැණ ගුණ දම්,0,,,,,,Kumaratunge Munidasa,1933
මහා පුදුමෙකි - මලක මලෙකි,රුව පැහැ තුම්,0,,,,,,Kumaratunge Munidasa,1933
මහා පුදුමෙකි - මලක මලෙකි,ඇති අය නම්,0,,,,,,Kumaratunge Munidasa,1933
මහා පුදුමෙකි - මලක මලෙකි,රෝස කුසුම්,1,නැණ ගුණ දම් රුව පැහැ තුම් ඇති අය නම් රෝස කුසුම්,Standard,රෝස කුසුම්,නැණ ගුණ දම් රුව පැහැ තුම් ඇති අය,සියල්ලෙන් පරිපූර්ණ වූ,Kumaratunge Munidasa,1933
නැළවිල්ල,සුර බිලිදෝ සඳ කැලුම් ,0,,,,,,Kumaratunge Munidasa,1926
නැළවිල්ල,තළත සමන් මල් නොහිම්,0,,,,,,Kumaratunge Munidasa,1926
නැළවිල්ල,බිහිරි වෙති යි කන සියුම්,0,,,,,,Kumaratunge Munidasa,1926
නැළවිල්ල,නවතති දී අත් කුසුම්,1,අත් කුසුම්,Standard,කුසුම්,අත්,සියුමැලි දරුවා නළවන ආකාරය පෙන්වයි,Kumaratunge Munidasa,1926
අකීකරු පුත්‍රයකුගේ ලෝකය,මතු දවසේ,0,,,,,,Parakrama Kodithuwakku,1992
අකීකරු පුත්‍රයකුගේ ලෝකය,ඒ පොළොවේ සූරිය මල,1,පොළොවේ සූරිය මල,Standard,පොළොවේ සූරිය මල,නුඹ,සමාජයේ ඉදිරි අපේක්ෂාව පෙන්නුම් කරයි,Parakrama Kodithuwakku,1992
අකීකරු පුත්‍රයකුගේ ලෝකය,නුඹ නිසාය,0,,,,,,Parakrama Kodithuwakku,1992
සමනලයා,තම තුනු කැලුම් සිලිලෙන් නැහැවෙවී වරෙන්,0,,,,,,Ananda Rajakaruna,1928
සමනලයා,මල් වාරමක ගතියෙන් නැලවෙවී වරෙන්,0,,,,,,Ananda Rajakaruna,1928
සමනලයා,"කවුරුත් උනාට ආදරයයි, එදැන වරෙන්",0,,,,,,Ananda Rajakaruna,1928
සමනලයා,සමනොල පුස්පරාගය මා ළඟට වරෙන්,1,සමනොල පුස්පරාගය,Standard,පුස්පරාගය,සමනලයා,වටිනා කෙනෙක් බව පෙන්වයි,Ananda Rajakaruna,1928
නැළවිල්ල,දොයි දොයි දොයි ,0,,,,,,Kumaratunge Munidasa,1926
නැළවිල්ල,බයි බයි බයි ,0,,,,,,Kumaratunge Munidasa,1926
නැළවිල්ල,නිදි මව එයි,1,නිදි මව,Standard,මව,නින්ද,සුවපහසු බවක් පෙන්වයි,Kumaratunge Munidasa,1926
නැළවිල්ල,වැළඳ ගනියි,0,,,,,,Kumaratunge Munidasa,1926
ලක් මවුනි ගරු,සතු වී තිබෙන කොට ඔබගේ සෙනේ දම,1,සෙනේ දම,Standard,මාලය ,සෙනෙහස,අසීමාන්තික හිමිවීමක් පෙන්වයි,S. Mahinda Thero,1936
ලක් මවුනි ගරු,මුතු මිණි රනින් මට අත් වන පලේ කිම,0,,,,,,S. Mahinda Thero,1936
ලක් මවුනි ගරු,පුතු වෙමි ඔබට උපදින හැම තැනේදීම,0,,,,,,S. Mahinda Thero,1936
ලක් මවුනි ගරු,පැතු මෙන් මගේ සිරි ලක් මව වදිම් මම,1,සිරි ලක් මව,Standard,මව,ශ්‍රී ලංකාව,ගෞරවයක් පෙන්වයි,S. Mahinda Thero,1936
ලක් මවුනි ගරු,දම් සෝ නිරිඳු පුත් අරහත් මිහිඳු හිමි,0,,,,,,S. Mahinda Thero,1936
ලක් මවුනි ගරු,දම් මී පෙවිය සිරිමත් ඔබ ගුණට නැමී,1,දම් මී,Standard,මී පැණි,දම්,කෘතක්නතවයක් පෙන්නුම් කරයි,S. Mahinda Thero,1936
ලක් මවුනි ගරු,මම් ඔබෙ මුවට මුව තබමින් උරමි එමී,0,,,,,,S. Mahinda Thero,1936
ලක් මවුනි ගරු,අම් මෙනි එයම මුළු ලෝකෙට පොවමි දෙමි,0,,,,,,S. Mahinda Thero,1936
මගුල් ගීය ,ජම්බු ගහට රත පොරවන්නී,0,,,,,,Arisen Ahubudu,1962
මගුල් ගීය ,බක් මී ගහ කහ අන්දන්නී,0,,,,,,Arisen Ahubudu,1962
මගුල් ගීය ,අඹ දළු ළා රත තවරන්නී,0,,,,,,Arisen Ahubudu,1962
මගුල් ගීය ,ලෝ කත විසිතුරු කැරැලන්නී,1,ලෝ කත,Standard,කාන්තාව,ලෝකය,මනහර බව ,Arisen Ahubudu,1962
මගුල් ගීය ,සිසිර කුමරි පස්සට ලන්නී,1,සිසිර කුමරි,Standard,කුමරි,සිසිර,පාරිසරික වෙනස්වීම්,Arisen Ahubudu,1962
මගුල් ගීය ,ගිම් කුමරිට පෙරටු වැ එන්නී,1,ගිම් කුමරිට,Standard,කුමරි,ගිම්,පාරිසරික වෙනස්වීම්,Arisen Ahubudu,1962
මගුල් ගීය ,දිනිසුරු කුමරුට අත දෙන්නී,1,දිනිසුරු කුමරුට,Standard,කුමරු,දිනිසුරු,පාරිසරික වෙනස්වීම්,Arisen Ahubudu,1962
මගුල් ගීය ,ලොවට මැ මඟුලක් සලසන්නී,0,,,,,,Arisen Ahubudu,1962
අඳුර අපේ දුක නිවාවි ,දෙයියෝ තමයි අඳුර දුන්නේ අපෙ ඇඟපත ගිනි නිවන්ට,0,,,,,,Gunadasa Amarasekara,1955
අඳුර අපේ දුක නිවාවි ,හනික යමන් ගාල් වෙලා අඳුරු රෙද්ද පෙරව ගන්ට,1,අඳුරු රෙද්ද පෙරව ගන්ට,Implied,අඳුරු රෙද්ද පෙරව ගන්ට,ඉක්මන් සැනසීමක් පතයි,ඉක්මන් සැනසීමක් පතයි,Gunadasa Amarasekara,1955
අමාවක,විදුලි එළියකි නුඹේ පෙම නිහඬව අහස මැද,1,විදුලි එළියකි නුඹේ පෙම,Standard,විදුලි එළියකි,නුඹේ පෙම,තිගැස්සිමක් ඇති කරන සොබාවයක් පෙන්වයි,W.D. Matilda Adikaram,2022
අමාවක,මොහොතකින් එකලු වී හදවතේ අඳුර බිඳ,0,,,,,,W.D. Matilda Adikaram,2022
අමාවක,දෙනෙත් අග රැදවීද වැහිවලා කඳුළු බිඳ,0,,,,,,W.D. Matilda Adikaram,2022
අමාවක,සමුගන්න පිය සබඳ අප දෙ තැනකයි නිබඳ,0,,,,,,W.D. Matilda Adikaram,2022
රස පොළොව විසවෙලා,දිය දහර ගල ගලා මල් පියලි අතුරලා,0,,,,,,W.D. Matilda Adikaram,2022
රස පොළොව විසවෙලා,සරු පොළොව සැරසිලා කිරි සිනා මතු කලා ,0,,,,,,W.D. Matilda Adikaram,2022
රස පොළොව විසවෙලා,සුවඳ පිණි දිය සලා මුතු පලස සරු කලා,0,,,,,,W.D. Matilda Adikaram,2022
රස පොළොව විසවෙලා,මිහි මවද සනසලා පල වැලින් ඉඟි කලා ,1,මිහි මවද,Dead,මව,පොළොව,සශ්‍රීකත්වය ඉගි කරයි,W.D. Matilda Adikaram,2022
සිරිකත,උකටලි ගතිය අභිබවමින් යුහුසුළුව,0,,,,,,Nungamugoda Wilson Rodrigo,2005
සිරිකත,වරදක් හමුවේ අවාවදෙට දොඩමුළුව,0,,,,,,Nungamugoda Wilson Rodrigo,2005
සිරිකත,දිවිමග පැවත්මට හරි මග නෙත හෙළුව,0,,,,,,Nungamugoda Wilson Rodrigo,2005
සිරිකත,නුඹ දිළිපහන නිවසට සඳ රැස් ගැළුව,1,නුඹ දිළිපහන,Standard,දිළිපහන,නුඹ,ආලෝකයක් ලබා දෙන බව පෙන්වයි,Nungamugoda Wilson Rodrigo,2005
